행정 구역,업소명,소재지,전화번호,관리구분
충북 청주시 흥덕구,옥산(하)충전소,충북 청주시 흥덕구 옥산면 오산리 555-2외2필지,043-269-0843,자동차충전
충북 청주시 흥덕구,동광에너지,"충북 청주시 흥덕구 지동동 764-5,764-6",043-232-8222,자동차충전
충북 청주시 흥덕구,청주LPG충전소,충북 청주시 흥덕구 지동동 431-2,043-211-9555,용기+자동차+탱크+13kg용기
충북 청주시 흥덕구,(주)청주가로수충전소,충북 청주시 흥덕구 비하동 118-4,043-236-3521,자동차충전
충북 청주시 흥덕구,석소LPG충전소,"충북 청주시 흥덕구 석소동 37-14, 37-1",043-237-8867,자동차충전
충북 청주시 흥덕구,(주)공간에너지LPG충전소,"충북 청주시 흥덕구 옥산면 국사리 700-18,19,20",043-260-8249,자동차충전
충북 충주시,SK동원충전소,충북 충주시 이류면 대소리 65-2,043-856-9356,용기+자동차+탱크+13kg용기
충북 충주시,SK공단LPG충전소,충북 충주시 목행동 27-1,043-855-5585,자동차충전
충북 충주시,(주)인앤아웃충주지점충주(창원)휴게소충전소,충북 충주시 중앙탑면 용전리 산50-3,043-857-7371,자동차충전
충북 충주시,중원LP가스충전소,충북 충주시 금가면 도촌리 44-2,043-855-8588,자동차충전
충북 충주시,충주LPG충전소,충북 충주시 금릉동 189-4,043-853-3551,용기+자동차+13kg용기
충북 충주시,(주)부자충주(상)주유소,충북 충주시 중앙탑면 용전리 380-4,043-857-4884,자동차충전
충북 충주시,(주)현대일진충전소,충북 충주시 단월동 79-1,043-843-3331,용기+자동차+13kg용기
충북 충주시,충주충전소,충북 충주시 단월동 234-2,043-844-0112,자동차충전
충북 충주시,그린에너지,충북 충주시 금릉동 152-32,043-846-2915,자동차충전
충북 충주시,용대엘피지충전소,충북 충주시 앙성면 용대리 355-1,043-855-3380,자동차충전
충북 충주시,수안보LPG충전소,충북 충주시 수안보면 온천1리 499-1,043-856-2760,자동차충전
충북 충주시,충주오렌지충전소,"충북 충주시 금릉동 421-1,421-2번지",043-843-8899,자동차충전
충북 충주시,능암온천충전소,"충북 충주시 앙성면 능암리 682-8,9,11",043-7304-5189,자동차충전
충북 충주시,국제LPG충전소,충북 충주시 칠금동 420-190,043-847-2500,자동차+탱크
충북 충주시,동충주IC충전소,"충북 충주시 동량면 대전리 1737-1,1737-5",043-846-7889,자동차충전
충북 충주시,연수LPG충전소,충북 충주시 연수동 315-6외2필지,043-856-8338,자동차충전
충북 충주시,천등산(제천방향)충전소,충북 충주시 산척면 영덕리 1232,043-844-2988,자동차충전
충남 계룡시,창연LPG충전소,충남 계룡시 엄사면 엄사리 447-10,041-841-8878,자동차충전
충남 계룡시,계룡LPG충전소,충남 계룡시 엄사면 유동리 82,041-841-7718,자동차충전
충남 공주시,금학엘피지충전소,"충남 공주시 금학동 318-12,318-13,318-24",041-852-2000,자동차충전
충남 공주시,(주)동양식품 이인상행충전소,충남 공주시 이인면 이인리 3-6 외 3,041-856-8741,자동차충전
충남 공주시,공주LPG충전소,충남 공주시 소학동 127-4,041-855-7252,자동차충전
충남 공주시,강변LPG충전소,충남 공주시 장기면 장암리 418외,041-856-0088,자동차+13kg용기
충남 공주시,탄천(하행)충전소,충남 공주시 탄천면 장선리 151-6,041-854-3526,자동차충전
충남 공주시,키다리식품(주)정안하행주유소지점,충남 공주시 정안면 전평리 5-5,041-858-0531,자동차충전
충남 공주시,유구농협엘피지충전소,충남 공주시 유구읍 신달리 321,041-841-4214,자동차충전
충남 공주시,오송가스충전소,충남 공주시 주미동 13-3,041-852-5143,자동차충전
충남 공주시,차에너지,충남 공주시 동현동 562-8,041-858-7335,자동차+13kg용기
충남 공주시,정안상행충전소,"충남 공주시 정안면 장원리 507-9, 507-11",041-858-0565,자동차충전
충남 공주시,공주현대충전소,충남 공주시 계룡면 기산리 499-15,041-857-9210,자동차충전
충남 공주시,원더우먼충전소,"충남 공주시 반포면 봉곡리 319-2, 4",041-856-6123,자동차충전
충남 공주시,(주)재영 마암LPG충전소,충남 공주시 반포면 마암리 16-6,041-853-8581,자동차충전
충남 공주시,백룡LPG충전소,충남 공주시 신풍면 백룡리 19-12,041-841-5185,자동차충전
충남 공주시,(주)지탑 신공주충전소,충남 공주시 우성면 신웅리 219,041-855-1324,자동차충전
충남 공주시,공주(대전)휴게소충전소,충남 공주시 송선동 320-3,041-854-9728,자동차충전
충남 공주시,공주(당진방향)휴게소충전소,충남 공주시 의당면 청룡리 65-16,041-854-9504,자동차충전
충남 공주시,미래에너지산업(주)미래LPG충전소,"충남 공주시 신풍면 산정리 431-1,6,7,8",041-841-3337,자동차+탱크
충남 금산군,지량LPG충전소,충남 금산군 복수면 지량리 533-5,041-753-7338,자동차충전
충남 금산군,서산가스산업(주),충남 금산군 금성면 의총리 353-6,041-751-7950,용기+자동차+탱크+13kg용기
충남 금산군,인삼랜드(하)충전소,충남 금산군 군북면 외부리 718,041-751-2895,자동차충전
충남 금산군,(주)케이알산업 인삼랜드(상)충전소,충남 금산군 군북면 외부리 721,041-754-5180,자동차충전
충남 금산군,금산엘피지충전소,충남 금산군 금산읍 신대리 644-1,041-753-5959,자동차충전
충남 금산군,서대산LPG충전소,충남 금산군 추부면 마전리 77-9,041-753-2677,자동차충전
충남 금산군,금성LPG충전소,충남 금산군 금성면 의총리 365-13,041-751-5404,자동차충전
충남 논산시,(주)바이오시스 벌곡주유소,충남 논산시 벌곡면 신양리 475,041-733-7487,자동차충전
충남 논산시,황금LPG충전소,충남 논산시 강산동 289,041-734-5496,자동차충전
충남 논산시,연산LPG충전소,충남 논산시 연산면 청동리 259-14,041-732-3759,자동차충전
충남 논산시,연무충전소,충남 논산시 연무읍 동산리 632,041-741-7544,자동차충전
충남 논산시,강경가스충전소,"충남 논산시 강경읍 채산리 549-10, 545-2",041-745-7997,자동차충전
충남 논산시,서강에너지(주) 구:현대연무충전소,충남 논산시 연무읍 동산리 25-1외,041-742-9742,자동차충전
충남 논산시,현대가스충전소,충남 논산시 부창동 185-1,041-735-2381,자동차충전
충남 논산시,대교에너지,충남 논산시 광석면 산동리 88-5,041-736-7574,자동차충전
충남 논산시,NS엘피지충전소,충남 논산시 덕지동 265-4,041-736-5573,자동차충전
충남 논산시,(주)동신산업 동신엘피지 논산지점,충남 논산시 부적면 마구평리37-16,041-736-6668,자동차충전
충남 논산시,선진LPG충전소,충남 논산시 지산동 265,041-734-9300,자동차충전
충남 논산시,(주)썬엘 벌곡(대전방향)가스충전소,충남 논산시 벌곡로 9-58 외2필지,041-734-5250,자동차충전
충남 당진시,영일충전소,충남 당진시 당진읍 용연리 911-2번지,041-356-0101,자동차충전
충남 당진시,신평엘피지충전소,충남 당진시 신평면 거산리 363-1,041-362-7007,자동차충전
충남 당진시,(주)비티비가스,충남 당진시 합덕읍 운산리 62,041-362-2299,자동차충전
충남 당진시,당진가스충전소,충남 당진시 대덕로 238,041-355-1171,자동차충전
충남 당진시,(주)케이엘페트로 행담도상행지점LPG충전소,충남 당진시 신평면 매산리 513,041-357-8644,자동차충전
충남 당진시,21세기충전소,충남 당진시 시곡동 142-1 외2필지,041-356-6630,자동차충전
충남 당진시,대우가스충전소,충남 당진시 합덕읍 운산리 73-2,041-362-2848,자동차충전
충남 당진시,거룡엘피지충전소,충남 당진시 정미면 사관리 96-12,041-356-8814,자동차충전
충남 당진시,(주)케이엘페트로 행담도하행지점LPG충전소,충남 당진시 신평면 매산리 513,041-357-8646,자동차충전
충남 당진시,(주)당진엘피지,충남 당진시 당진읍 원당리 957-5,041-353-4100,용기+자동차
충남 당진시,운영가스충전소,충남 당진시 신평면 운정리 715-2,041-362-8930,자동차충전
충남 당진시,서해LPG충전소,충남 당진시 신평면 매산리 12-38,041-363-3344,용기+13kg용기
충남 당진시,당진IC주유충전소,충남 당진시 송악읍 광명리 236-36,041-355-5179,자동차충전
충남 당진시,효성엘피지충전소,충남 당진시 신평면 부수리 361,041-362-2474,자동차충전
충남 보령시,대천IC충전소,충남 보령시 남곡동 302-7,041-931-8050,자동차충전
충남 보령시,대천유통(주)대천(상)주유소,충남 보령시 주교면 주교리 897-1,041-931-5371,자동차충전
충남 보령시,보령머드엘피지충전소,충남 보령시 화산동 547-24,041-935-2488,자동차충전
충남 보령시,SK서해에너지,충남 보령시 동대동 291,041-934-2555,자동차충전
충남 보령시,대성산업(주)보령충전소,충남 보령시 명천동 624-1,041-935-6628,용기+자동차+탱크+13kg용기
충남 보령시,대천(하)가스충전소,충남 보령시 주교면 주교리 903-15,041-931-5871,자동차충전
충남 보령시,SK보령충전소,"충남 보령시 화산동 705-8, 705-9",041-931-5022,자동차+탱크
충남 보령시,내항LPG충전소,충남 보령시 내항동 890-7,041-933-9868,자동차충전
충남 보령시,보령LNG터미널(주),충남 보령시 오천면 영보리 313-9,041-939-9922,기타
충남 부여군,OK충전소,충남 부여군 부여읍 가탑리 188-5,041-832-5560,자동차충전
충남 부여군,충청LPG충전소,충남 부여군 석성면 정각리 28-1번지,041-836-0335,용기+탱크+13kg용기
충남 부여군,충남가스충전소,충남 부여군 홍산면 조현리 369-1,041-834-7733,용기+자동차+탱크+13kg용기
충남 부여군,가나다가스충전소,충남 부여군 부여읍 석목리 131-5,041-835-3636,자동차충전
충남 부여군,용정LPG충전소,충남 부여군 부여읍 용정리 442,041-837-3100,자동차충전
충남 부여군,궁남LPG충전소,충남 부여군 부여읍 왕포리 8,041-837-3902,자동차충전
충남 부여군,부여백제(공주)가스충전소,충남 부여군 내산면 율암리 133,041-833-8300,자동차충전
충남 부여군,부여백제(서천)휴게소충전소,충남 부여군 내산면 율암리 134,041-834-4600,자동차충전
충남 서산시,서산가스산업(주),충남 서산시 갈산동 166-1,041-669-7950,용기+자동차+탱크+13kg용기
충남 서산시,(주) 태경비케이서산(하)주유소,충남 서산시 해미면 삼송리 119,041-688-8817,자동차충전
충남 서산시,서산자동차충전소,충남 서산시 잠홍동 565-10,041-665-3005,자동차충전
충남 서산시,간월LPG충전소,충남 서산시 부석면 창리 262-9,041-669-4004,자동차충전
충남 서산시,(유)한샘우일가스,충남 서산시 석림동 436-3,041-665-8028,용기충전
충남 서산시,수석엘피지충전소,"충남 서산시 수석동 658,656-1,657-4",041-668-0101,자동차충전
충남 서산시,(주)서강에너지서산엘피지충전소,충남 서산시 잠홍동 747-1번지외,041-667-7727,자동차+13kg용기
충남 서산시,희망엘피지충전소,충남 서산시 갈산동 157-13번지,041-668-1177,자동차충전
충남 서산시,동희오토(주),충남 서산시 성연면 갈현리 703-11,041-661-4215,자동차충전
충남 서산시,(주)E1(대산기지),충남 서산시 대산읍 독곳리 408-10 외5필지,041-661-5413,기타
충남 서산시,(주)애향,충남 서산시 수석동 568-1,041-669-3002,자동차충전
충남 서산시,(주)태경비케이서산(상)휴게소,충남 서산시 해미면 삼송리 236-11,041-688-7717,자동차충전
충남 서산시,(주)당진엘피지대산에너지,충남 서산시 대산읍 영탑리 463-10,041-669-2877,용기+자동차+탱크+13kg용기
충남 서산시,(주)유니충전소,충남 서산시 잠홍동 561-5,041-668-5182,자동차충전
충남 서산시,SK가스서산충전소,충남 서산시 팔봉면 어송리 173-5번지,041-663-5021,용기+자동차+탱크+13kg용기+부탄
충남 서천군,대영자동차충전소,충남 서천군 장항읍 성주리 578-1 (대영자동차충전소),041-957-0183,자동차충전
충남 서천군,서창산업(주)서천(서울방향)충전소,충남 서천군 비인면 성산리 22-4,041-952-9735,자동차충전
충남 서천군,스타에너지주식회사,"충남 서천군 종천면 화산리 301-5,301-10, 301-11, 301-12, 300-1",041-952-8190,자동차+탱크
충남 서천군,대보건설(주)서천(목포))충전소,충남 서천군 비인면 성산리 413-1,041-952-9738,자동차충전
충남 서천군,삼호가스충전소,충남 서천군 서천읍 화금리 670-7,041-952-4321,자동차충전
충남 서천군,제일가스충전소,충남 서천군 마서면 도삼리 548.549-2,041-956-5989,자동차충전
충남 서천군,서천엘피지충전소,충남 서천군 마서면 계동리 3-3,041-951-8855,자동차충전
충남 서천군,행복충전소,충남 서천군 서천읍 군사리 668-1,041-952-2014,자동차충전
충남 아산시,아산둔포충전소(SOMO),충남 아산시 둔포면 둔포리 344,041-541-1610,자동차충전
충남 아산시,통일LPG충전소,충남 아산시 모종동 69-1외3필지,041-534-5189,자동차충전
충남 아산시,대성가스충전소,충남 아산시 풍기동 206-1,041-546-5994,자동차충전
충남 아산시,아산LPG충전소,충남 아산시 남동 178-15,041-542-3050,자동차충전
충남 아산시,아산오렌지충전소,충남 아산시 염치읍 서원리 5-8,041-541-8805,자동차충전
충남 아산시,(주)대륙제관,충남 아산시 영인면 영인로202번길 17,041-540-3408,부탄켄
충남 아산시,25시LPG충전소,충남 아산시 영인면 아산리 44-7,041-543-5147,자동차충전
충남 아산시,도고충전소,"충남 아산시 도고면 향산리 276-4, 276-14",041-541-3603,용기+자동차
충남 아산시,(주)고룡산충전소,충남 아산시 영인면 신봉리 516-16,041-542-1525,자동차충전
충남 아산시,SK삼성충전소,충남 아산시 음봉면 음봉로 (덕지리 45-19),041-545-7571,자동차충전
충남 아산시,온양LPG가스충전소,충남 아산시 득산동 304-2,041-531-4300,자동차충전
충남 아산시,(주)이순신휴게소(LPG충전소),충남 아산시 염치읍 서원리 293-3,041-541-9224,자동차충전
충남 아산시,대성산업(주)아산제일충전소,"충남 아산시 방축동 141-12,13,17",041-545-5838,자동차충전
충남 아산시,충무엘피지,충남 아산시 염치읍 방현리 229번지,041-545-2039,자동차충전
충남 아산시,신창에너지,충남 아산시 도고면 와산리 51-5,041-542-1800,자동차+13kg용기
충남 아산시,현대자동차(주)아산공장,충남 아산시 인주면 금성리 123,041-530-5203,자동차사
충남 아산시,아산온천LPG충전소,"충남 아산시 온천동 942, 942-5",041-532-9077,용기+자동차+탱크+13kg용기
충남 아산시,케이티엑스엘피지충전소,충남 아산시 배방읍 장재리 1196,041-547-5130,자동차충전
충남 예산군,(주)삽교가스충전소,충남 예산군 삽교읍 방아리 128-8,041-338-2456,자동차충전
충남 예산군,대성가스충전소,충남 예산군 예산읍 창소리 643,041-334-3689,자동차충전
충남 예산군,SK가스예산충전소,"충남 예산군 예산읍 향천리 249-13,249-20",041-333-3603,자동차충전
충남 예산군,금오엘피지충전소(주),충남 예산군 예산읍 산성리 75-3,041-334-4422,자동차충전
충남 예산군,(주)예산에너지,충남 예산군 오가면 신원리 543,041-335-1116,용기+자동차+탱크+13kg용기
충남 예산군,(주)선인상사 예산(대전방향)주유소,충남 예산군 신양면 서계양리 661-1,041-334-0081,자동차충전
충남 예산군,(주)선인상사 예산(당진방향)주유소,충남 예산군 신양면 서계양리 680-1,041-335-0052,자동차충전
충남 예산군,덕산LPG충전소,"충남 예산군 덕산면 대치리 32-2,33-5번지",041-338-7762,자동차충전
충남 예산군,알파앤에너지(주),충남 예산군 덕산읍 홍덕서로 463,041-642-9800,탱크로리
충남 예산군,(주)말타니메탈,충남 예산군 응봉면 노화리 102-2번지,041-331-6688,용기충전
충남 천안시 동남구,천안IC충전소,충남 천안시 동남구 신부동 172-6,041-565-1233,자동차충전
충남 천안시 동남구,(주)알뜰충전소,충남 천안시 동남구 신방동 807-2,041-578-6688,자동차충전
충남 천안시 동남구,명품충전소,충남 천안시 동남구 구룡동 655-3,041-572-5228,자동차충전
충남 천안시 동남구,태성가스텍충전소,충남 천안시 동남구 삼룡동 381-40 (대한에너지주유소),041-523-6262,자동차충전
충남 천안시 동남구,(주)남영전구천안(부산)충전소,충남 천안시 동남구 수신면 신풍리 348,041-552-6367,자동차충전
충남 천안시 동남구,남부LPG충전소,충남 천안시 동남구 남부대로 288,041-565-7654,자동차충전
충남 천안시 동남구,좋은에너지산업(주),충남 천안시 동남구 삼룡동 78-4,041-565-9007,자동차충전
충남 천안시 동남구,목천IC충전소,충남 천안시 동남구 목천읍 운전리 402-27,041-523-5154,자동차충전
충남 천안시 동남구,천안홍익LPG충전소,충남 천안시 동남구 신부동 115-8외5필지,041-556-2713,자동차충전
충남 천안시 동남구,SK청수충전소,충남 천안시 동남구 다가동 61-16,041-567-5149,자동차충전
충남 천안시 동남구,광동석유(주)천안(상)충전소,충남 천안시 동남구 구성동 155-2번지 외3필지 (천안삼거리휴게소),041-555-3001,자동차충전
충남 천안시 동남구,(주)협동LPG충전소,충남 천안시 동남구 삼룡동 95-7,041-555-3940,자동차충전
충남 천안시 동남구,현대오일뱅크(주)동신가스충전소,충남 천안시 동남구 삼룡동 270-1 (LPG동신충전소),041-554-7907,자동차충전
충남 천안시 동남구,천인에너지,충남 천안시 동남구 목천읍 삼성리 203-20,041-522-5189,자동차충전
충남 천안시 동남구,우정LPG충전소,충남 천안시 동남구 목천읍 신계리 88-9,041-621-5159,자동차충전
충남 천안시 동남구,협동LPG제2충전소,"충남 천안시 동남구 봉명동 159-2,7,13, 160",041-576-3945,자동차충전
충남 천안시 서북구,고속충전소,충남 천안시 서북구 성환읍 신가리 68-5 (고속LPG충전소),041-582-4747,자동차충전
충남 천안시 서북구,중도가스(주)천안영업소,충남 천안시 서북구 두정동 396-3,041-551-0311,용기+자동차+13kg용기
충남 천안시 서북구,스타LPG충전소,충남 천안시 서북구 성성동 411-1,041-522-0116,자동차충전
충남 천안시 서북구,번영충전소,충남 천안시 서북구 성성동 343-11,041-552-0772,자동차충전
충남 천안시 서북구,"(주)삼융만남의충전소,주유소",충남 천안시 서북구 직산읍 군서리,041-585-5151,자동차충전
충남 천안시 서북구,천안현대충전소,"충남 천안시 서북구 두정동 4-5, 4-16",041-567-5155,자동차충전
충남 천안시 서북구,번영INT,충남 천안시 서북구 직산읍 군서리 294-14,041-583-3451,자동차충전
충남 천안시 서북구,(주)태양,충남 천안시 서북구 업성동 485-5,041-901-2534,부탄켄
충남 천안시 서북구,약속가스충전소,충남 천안시 서북구 성거읍 요방리 228-16외4,041-556-8955,자동차충전
충남 천안시 서북구,맘모스LPG충전소,충남 천안시 서북구 백석동 11-17,041-522-5151,자동차충전
충남 천안시 서북구,현대오일뱅크천안충전소,충남 천안시 서북구 두정동 40-6,041-552-7979,자동차충전
충남 천안시 서북구,입장충전소,충남 천안시 서북구 입장면 시장리 4-1,041-583-0556,자동차충전
충남 천안시 서북구,업성충전소,충남 천안시 서북구 업성동 371-6,041-621-5152,자동차충전
충남 천안시 서북구,성환충전소,충남 천안시 서북구 성환읍 매주리 45,041-581-0565,자동차충전
충남 천안시 서북구,망향충전소,충남 천안시 서북구 성거읍 요방리 123-2,041-557-6161,자동차충전
충남 천안시 서북구,백석LPG충전소,충남 천안시 서북구 백석동 174-1,041-554-3114,자동차충전
충남 천안시 서북구,입장(상)충전소,충남 천안시 서북구 입장면 가산리 362-26,041-588-2184,자동차충전
충남 천안시 서북구,성환제일충전소,충남 천안시 서북구 성환읍 성월리 278-6번지외,041-582-4141,자동차충전
충남 천안시 서북구,태양엘피지충전소,충남 천안시 서북구 업성동 484-28,041-621-9810,자동차충전
충남 천안시 서북구,극동유화(주)충청충전소,충남 천안시 서북구 성거읍 문덕리 219-9,041-551-8151,용기+자동차+탱크+13kg용기
충남 청양군,청양LPG충전소,충남 청양군 청양읍 교월리 39-6,041-942-5556,자동차충전
충남 태안군,주식회사삼토태안지점,충남 태안군 남면 원청리 155-6,041-674-9360,자동차충전
충남 태안군,장산가스충전소,충남 태안군 태안읍 장산리 615-3,041-674-0020,자동차충전
충남 태안군,백화가스충전소,충남 태안군 태안읍 인평리 산94-4,041-675-0077,자동차충전
충남 태안군,안면도LPG충전소,충남 태안군 남면 안면대로 1685,041-675-8891,자동차충전
충남 홍성군,(주)케이알산업 홍성(하)충전소,충남 홍성군 은하면 금국리 292-3,041-642-1145,자동차충전
충남 홍성군,홍성LPG충전소,충남 홍성군 홍성읍 옥암리 260-3,041-632-1133,용기+자동차+13kg용기
충남 홍성군,소향엘피지충전소,충남 홍성군 홍성읍 소향리 380-4,041-634-7055,자동차충전
충남 홍성군,(주)케이알산업 홍성(상)충전소,충남 홍성군 은하면 금국리 292-4,041-642-1178,자동차충전
충남 홍성군,광천엘피지충전소,충남 홍성군 광천읍 신진리 208-36,041-641-6535,자동차충전
충남 홍성군,길LPG충전소,충남 홍성군 은하면 장척리 40-1,041-642-6622,용기+자동차+탱크+13kg용기
충남 홍성군,금마LPG충전소,"충남 홍성군 금마면 부평리 710,710-1",041-631-5858,자동차충전
충남 홍성군,풍농LPG충전소,충남 홍성군 홍성읍 옥암리 369-10,041-634-0472,자동차+13kg용기
충남 홍성군,홍주충전소,충남 홍성군 홍성읍 대교1리 221-1,041-631-5110,자동차충전
충남 홍성군,마중충전소,충남 홍성군 갈산면 상촌리 403-2외3필지,041-633-9500,자동차충전
충남 홍성군,광동석유(주)서광충전소,충남 홍성군 홍성읍 옥암리 147,041-631-6177,자동차충전
충남 홍성군,미래충전소,충남 홍성군 홍북면 대인리 31-7외3필지,041-633-9089,자동차충전
전북 고창군,동신충전소,"전북 고창군 신림면 자포리 723-4,723-9",063-564-5150,자동차충전
전북 고창군,NH유통(주)고창고인돌(하)LPG충전소,전북 고창군 신림면 벽송리 557-10,063-561-6318,자동차충전
전북 고창군,고창에너지,전북 고창군 고창읍 주곡리 708-1,063-561-5959,자동차+13kg용기
전북 고창군,(유)광진가스충전소,전북 고창군 고창읍 읍내리 1023-1,063-562-9494,자동차충전
전북 고창군,(유)고창가스충전소,전북 고창군 고창읍 성두리 산27,063-563-1004,자동차충전
전북 고창군,NH유통(주)고창고인돌(상)LPG충전소,전북 고창군 신림면 벽송리 598-5,063-561-0963,자동차충전
전북 군산시,금강엘피지충전소,전북 군산시 개정면 아동리 701-4번지외2필지,063-453-2020,자동차충전
전북 군산시,에스케이(SK)군산충전소,전북 군산시 구암동 321-9,063-443-2111,자동차충전
전북 군산시,한양에너지엘피지충전소,전북 군산시 산북동 1272-1,063-464-6828,자동차충전
전북 군산시,군산IC엘피지충전소,"전북 군산시 성산면 고봉리 172-6,7",063-453-5185,자동차충전
전북 군산시,(유)용명에너지직영충전소,전북 군산시 옥산면 쌍봉리 742-28,063-471-5144,자동차충전
전북 군산시,새군산충전소SK,전북 군산시 미장동 62-23외 1필지,063-451-0831,자동차+13kg용기
전북 군산시,태경산업(주)군산(무안)충전소,전북 군산시 성산면 산곡리 652-19,063-453-5763,자동차충전
전북 군산시,태경산업(주)군산(서울)충전소,전북 군산시 나포면 서포리 산21-80,063-453-5163,자동차충전
전북 군산시,(유)가스온,전북 군산시 개정동 60-2,063-468-7000,용기+자동차+탱크+13kg용기
전북 군산시,동일충전소,전북 군산시 소룡동 545,063-462-6161,용기+자동차+탱크+13kg용기
전북 군산시,군산공단충전소,"전북 군산시 산북동 1363,1363-1",063-467-2002,자동차충전
전북 군산시,한신가스,전북 군산시 조촌동 668-3,063-445-4751,자동차충전
전북 군산시,에스제이상사국제충전소,전북 군산시 나운동 328-2,063-462-7755,자동차충전
전북 군산시,새만금충전소,전북 군산시 지곡동 2-6.7번지,063-467-2002,자동차충전
전북 군산시,새만금군산충전소,전북 군산시 내초동 96,063-463-6364,자동차충전
전북 군산시,연안충전소,"전북 군산시 내흥동 863-37,38,127,129,131",063-446-5115,자동차충전
전북 김제시,김제오렌지충전소,전북 김제시 서암동 285-2,063-545-8301,자동차충전
전북 김제시,김제엘피지충전소,전북 김제시 순동 864-2,063-544-9090,자동차충전
전북 김제시,(유)신흥가스,전북 김제시 교동 232-1,063-547-6155,자동차충전
전북 김제시,순동연합엘피지충전소,전북 김제시 순동 472-61,063-546-7080,자동차충전
전북 김제시,(주)동신산업동신LPG충전소김제점,전북 김제시 하동 427-4,063-546-3131,용기+13kg용기
전북 김제시,제일충전소,전북 김제시 하동 344,063-548-0002,자동차충전
전북 김제시,우리LPG충전소,전북 김제시 금구면 산동리 73-6,063-542-9042,자동차충전
전북 김제시,벽골제LPG충전소,전북 김제시 서암동 611-15,063-544-5395,자동차충전
전북 김제시,덕송엘피지충전소,전북 김제시 용지면 부교리 26-5번지외7필지,063-546-7373,자동차충전
전북 김제시,김제DL충전소,전북 김제시 공덕면 공덕리 696-2,063-544-3003,자동차충전
전북 김제시,(유)우주에너지,"전북 김제시 금구면 용지리 10-6,10-16,10-17",063-547-8845,자동차충전
전북 남원시,오토가스남원충전소,전북 남원시 용정동 237-6,063-631-7788,자동차충전
전북 남원시,(유)유성에너지,전북 남원시 용정동 753-208,063-633-2077,자동차충전
전북 남원시,남원엘피지충전소,전북 남원시 월락동 495-5,063-633-5500,용기+자동차+13kg용기
전북 남원시,대보유통(주)지리산(고서)충전소,전북 남원시 아영면 아곡리 742,063-636-2722,자동차충전
전북 남원시,(주)한국씨티에너지제이차,전북 남원시 어현동 599,063-632-5188,자동차충전
전북 남원시,대보유통(주)지리산(옥포)충전소,전북 남원시 아영면 아곡리 798,063-636-2721,자동차충전
전북 남원시,지리산가스충전소,"전북 남원시 신촌동 247,251번지",063-626-1493,자동차충전
전북 남원시,(주)한국씨티에너지제이차,전북 남원시 어현동 434,063-632-5188,용기+탱크+13kg용기
전북 남원시,대한가스텍,전북 남원시 송동면 흑송리 832,063-0625-2935,탱크로리
전북 무주군,계룡산업(주)덕유산(상)LPG충전소,전북 무주군 안성면 공진리 471,063-353-4200,자동차충전
전북 무주군,무주LPG충전소,전북 무주군 무주읍 오산리 877-1,063-322-3333,자동차충전
전북 부안군,서림엘피지충전소,전북 부안군 부안읍 서외1리 455-46,063-581-7600,자동차충전
전북 부안군,제일가스충전소,전북 부안군 행안면 진동리 314-1,063-583-0401,자동차충전
전북 부안군,줄포엘피지충전소,"전북 부안군 줄포면 줄포리 916-26, 916-28, 907-5",063-584-5841,자동차충전
전북 부안군,변산대박LPG충전소,전북 부안군 변산면 운산리 438-23,063-583-8411,자동차충전
전북 부안군,현대가스충전소,전북 부안군 행안면 신기리 184-2,063-584-2000,용기+자동차+탱크+13kg용기
전북 부안군,부안엘피지충전소,전북 부안군 부안읍 선은리 123-20,063-584-5843,자동차+13kg용기
전북 순창군,순창엘피지충전소,전북 순창군 순창읍 교성리 196-6,063-652-0144,자동차충전
전북 완주군,용진에너지,전북 완주군 용진면 상운리 41-5외1필지,063-241-4910,용기+자동차+13kg용기
전북 완주군,정원충전소,전북 완주군 봉동읍 제내리 353-3외 2필지,063-262-0096,자동차충전
전북 완주군,죽림충전소,전북 완주군 상관면 죽림리 267-1,063-287-5183,자동차충전
전북 완주군,삼봉에너지,전북 완주군 삼례읍 신탁리 359,063-261-5100,자동차+13kg용기
전북 완주군,한일엘피지충전소,"전북 완주군 소양면 황운리 602-3,4,604-3",063-241-5757,자동차충전
전북 완주군,소양사랑LPG충전소,전북 완주군 소양면 해월리 783-5.6,063-244-2188,자동차충전
전북 완주군,(주)풀무원푸드앤컬처(천안방향)충전소,전북 완주군 이서면 은교리 190-5,063-236-4400,자동차충전
전북 완주군,구이LPG충전소,전북 완주군 구이면 항가리 604-4,063-221-1206,자동차충전
전북 완주군,삼례엘피지충전소,전북 완주군 삼례읍 삼례리 794-3,063-291-4321,자동차+13kg용기
전북 완주군,(주)알파에너지현대충전소,전북 완주군 용진읍 구억리 515-1,063-242-5589,용기+탱크+13kg용기
전북 완주군,소양엘피지(LPG)충전소,전북 완주군 소양면 황운리 804-12,063-244-2127,자동차충전
전북 완주군,(주)춘향이엔지,전북 완주군 상관면 용암리 305-1,063-232-3455,자동차충전
전북 완주군,(주)풀무원푸드앤컬처(순천방향)충전소,전북 완주군 이서면 은교리 183-25,063-227-7100,자동차충전
전북 완주군,(주)동신산업동신LPG충전소완주지점,전북 완주군 봉동읍 구만리 146번지외 3필지,063-244-3979,용기+자동차+탱크+13kg용기
전북 익산시,익산금호가스충전소,전북 익산시 석왕동 236-13,063-838-0778,자동차충전
전북 익산시,(주)삼화에너지신흥지점,전북 익산시 신흥동 29-16번지,063-835-8210,자동차충전
